userName,verified,itemName,brand,category,price,reviewTime,rating,summary,vote_level,new_ser_dev,ML_ITEM_NAME,Positive Phrases,Negative Phrases
"Peter M. Ross, Ph.D.",TRUE,Sea Point Farms Edamame Dry Rstd Sea Salt 100 cal 8 - 0.79 OZ snack packs.Net Wt.6.35 OZ. (180g),Seapoint Farms,Grocery_and_Gourmet_Food,8.74,1/1/18,4,Good product at reasonable price.,1. Votes - 0,"petermross,phd",N,TBC,TBC
Megan B,FALSE,Purina Pro Plan Savor Classic Chicken &amp; Rice Entree Adult Wet Dog Food - (12) 13 Oz. Cans,Purina Pro Plan,Pet_Supplies,18.96,1/1/18,5,Great food for the price!,1. Votes - 0,meganb,N,TBC,TBC
Lucian A. Sperta,TRUE,"iPhone 8 Plus Case, Benuo [Luxury Series] [Genuine Leather] Folio Flip Corrected Grain Leather Case [Ultra Slim] [Magnetic Closure] with Built-in Stand for Apple iPhone 8 Plus / 7 Plus (Black)",Benuo,Cell_Phones_and_Accessories,17.99,1/1/18,5,great purchase,1. Votes - 0,lucianasperta,N,TBC,TBC
B. Herrin,TRUE,"Crunchkins Crunch Edible Card, Happy Holidays",Crunchkins,Pet_Supplies,10,1/1/18,1,Dog didn't like it,1. Votes - 0,bherrin,N,TBC,TBC
KitCat,TRUE,"Kind Healthy Grains Bars, Oats &amp; Honey with Toasted Coconut, Non GMO, Gluten Free",,Grocery_and_Gourmet_Food,129.11,1/1/18,5,Five Stars,1. Votes - 0,kitcat,N,TBC,TBC
Diane P.,TRUE,Bastex Hybrid Case for Apple Iphone 5 - Hot Pink Silicone with Hard Black &amp; White Chevron Pattern Shell,Bastex,Cell_Phones_and_Accessories,6.99,1/1/18,3,Average case,1. Votes - 0,dianep,N,TBC,TBC
Karoline Carlson,TRUE,LD Glossy Inkjet Photo Sticker Paper (8.5X11) 100 pack,LD Products,Office_Products,18.99,1/1/18,4,LD Glossy Inkjet Photo Sticker Paper Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
Jerrel Lewis,TRUE,"Note 5 Holster, WizGear Shell Holster Combo Case for Samsung Galaxy Note 5 with Kick-Stand &amp; Belt Clip - Fits at&amp;t, Verizon, T-Mobile &amp; Sprint - Black",WizGear,Cell_Phones_and_Accessories,7.99,1/1/18,2,Two Stars,1. Votes - 0,jerrellewis,N,TBC,TBC
bikeboy50,FALSE,"Pueryin Galaxy S9 Privacy Tempered Glass Anti-Spy Screen Protector [3D Curved] [Case Friendly] [9H Hardness] for Samsung Galaxy S9 (5.8&quot;) Black,Easy to Install, No air Bubbles",Pueryin,Cell_Phones_and_Accessories,12.99,1/1/18,5,awesome insole,1. Votes - 0,bikeboy50,N,TBC,TBC
Emily Moran,TRUE,Kaytee Clear Water Bottle 32-Ounce Extra Large Size,Kaytee,Pet_Supplies,4.4,1/1/18,1,Doesn't work - Extremely disappointed,1. Votes - 0,emilymoran,N,TBC,TBC
PetLover,TRUE,Tetra Gel Fish Feeder,Tetra,Pet_Supplies,6.16,1/1/18,5,Five Stars,1. Votes - 0,petlover,N,TBC,TBC
Larry Miller,TRUE,"F.M. Brown's Encore Parrot Food, 4-Pound",F.M. Brown's,Pet_Supplies,15.49,1/1/18,4,Good Quality Parrot Food,1. Votes - 0,larrymiller,N,TBC,TBC
Jenn,TRUE,Sharpie Paint Marker Fine Point Oil Based All 15 Color Set,Sharpie,Office_Products,30.86,1/1/18,5,Awesome,1. Votes - 0,jenn,N,TBC,TBC
Karoline Carlson,TRUE,"Canon PG-240XL Black Ink Cartridge, Compatible to MG3620, MG3520, MG4220,MG3220 and MG2220",Canon,Office_Products,22.98,1/1/18,4,PG-240XL Cartridge Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
CIL,TRUE,"Quilled Creations Doodlebug 3496 Design Protector Assortment for Scrapbooking, 12 by 12-Inch",Quilled Creations,Arts_Crafts_and_Sewing,5.55,1/1/18,1,Cheap. Will not cut ribbon after two weeks.,1. Votes - 0,cil,N,TBC,TBC
Reasonable Mike,TRUE,"Canon PG-240XL Black Ink Cartridge, Compatible to MG3620, MG3520, MG4220,MG3220 and MG2220",Canon,Office_Products,22.98,1/1/18,4,Genuine always works,1. Votes - 0,reasonablemike,N,TBC,TBC
Devon Garvey,TRUE,Aquatic Arts - 3 Marimo Moss Balls - 1.5 Inches,Aquatic Arts,Pet_Supplies,11.95,1/1/18,5,Better than Luffy,1. Votes - 0,devongarvey,N,TBC,TBC
Zac,TRUE,"Uni Jetstream Multi Function 4 Color Ballpoint Pen, Light Blue Barrel (MSXE510007.8)",uni,Office_Products,7.4,1/1/18,5,It's lead,1. Votes - 0,zac,N,TBC,TBC
Ann M Hartman,TRUE,Simpooltech Wide Mouth Skimmer Plug,Simpooltec,Patio_Lawn_and_Garden,15.74,1/1/18,5,It Works!,1. Votes - 0,annmhartman,N,TBC,TBC
Sarah,TRUE,MidWest Pet Barrier Wire Mesh Car Barrier,MidWest Homes for Pets,Pet_Supplies,43.56,1/1/18,5,"This is awesome, we have a kia sportage so a pretty ...",1. Votes - 0,sarah,N,TBC,TBC
KentuckyRob,TRUE,[6-Pack] Supershieldz High Definition Clear Screen Protector for Samsung Galaxy Light (T-Mobile) + Lifetime Replacements Warranty - Retail Packaging,Supershieldz,Cell_Phones_and_Accessories,1.99,1/1/18,4,good,1. Votes - 0,kentuckyrob,N,TBC,TBC
stoneyb,TRUE,5 Transaction Checkbook Registers 2018-2019-2020 Calendars Gray and White Lined 32 Page,Easy Read Register,Office_Products,4.75,1/1/18,5,PERFECT,1. Votes - 0,stoneyb,N,TBC,TBC
Maryellen,TRUE,The Infobox - Outdoor Document Holder,The InfoBox,Office_Products,11.65,1/1/18,4,Four Stars,1. Votes - 0,maryellen,N,TBC,TBC
Linda R.,TRUE,BobRoss R6520 Brush Cleaning Screen,BobRoss,Arts_Crafts_and_Sewing,9.94,1/1/18,5,Five Stars,1. Votes - 0,lindar,N,TBC,TBC
Amazon Dude,TRUE," Grocery &amp; Gourmet Food"" />",FIJI Water,Grocery_and_Gourmet_Food,20.98,1/1/18,1,One Star,1. Votes - 0,amazondude,N,TBC,TBC
Amazon Customer,TRUE,Toro 38371 15-Inch 12 Amp Electric 1500 Power Curve Snow Blower,Toro,Patio_Lawn_and_Garden,10.59,1/1/18,5,Reasonable performance for money and size,1. Votes - 0,amazoncustomer,N,TBC,TBC
Emily,TRUE,"ULAK iPhone SE Case, iPhone 5S Case, iPhone 5 Case,Slim Fit Dual Layer Protection Case Shock Absorbing Hard Rugged Ultra Protective Back Rubber Cover with Impact Protection (Black)",ULAK,Cell_Phones_and_Accessories,7.99,1/1/18,4,Good case,1. Votes - 0,emily,N,TBC,TBC
Garrett K. Bemis,TRUE,SteelSeries QcK Gaming Surface - Large Thick Cloth - Best Selling Mouse Pad of All Time - Peak Tracking and Stability,SteelSeries,Office_Products,1.54,1/1/18,5,"great, large mouse mat",1. Votes - 0,garrettkbemis,N,TBC,TBC
G,TRUE,LD Remanufactured Ink Cartridge Replacement for HP 56 C6656AN (Black),LD Products,Office_Products,10.29,1/1/18,2,I do not recommend this product and would recommend going with the OEM ...,1. Votes - 0,g,N,TBC,TBC
Steve W,TRUE,Tech Armor High Definition Clear PET Film Screen Protector (Not Glass) for iPhone 5/5C/5S/SE (Pack of 3),Tech Armor,Cell_Phones_and_Accessories,6.95,1/1/18,3,Good screen protector,1. Votes - 0,stevew,N,TBC,TBC
Betty J. Cline,TRUE,"Samsill Professional Padfolio &ndash; Resume Portfolio / Business Portfolio with Secure Zippered Closure, 10.1 Inch Tablet Sleeve, 8.5 x11 Writing Pad, Black",Samsill,Office_Products,18.99,1/1/18,5,Nice purchase & portfolio,1. Votes - 0,bettyjcline,N,TBC,TBC
Amazon Customer,TRUE,Apple Watch 38mm Screen Protector (Series 3 2 1) [6-Pack] RinoGear iWatch Screen Protector for Apple Watch Series 3 38mm Flexible HD Clear Shield Anti-Bubble,RinoGear,Cell_Phones_and_Accessories,6.25,1/1/18,4,Four Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Neda,TRUE,"Milk-Bone Soft And Chewy Treats Chicken Recipe Dog Treats, 5.6-Ounce Pouches (Pack Of 10)",Milk-Bone,Pet_Supplies,29.99,1/1/18,5,Five Stars,1. Votes - 0,neda,N,TBC,TBC
Anita,TRUE,Kaytee Fiesta Bird Food For Parrots,Kaytee,Pet_Supplies,13.59,1/1/18,5,and he doesn't like much!,1. Votes - 0,anita,N,TBC,TBC
Deborah Crowder,TRUE,"Hammermill Paper, Premium Color Copy Paper 8.5 x 11 Paper, Letter Size, 32lb Paper, 100 Bright, 1 Ream / 500 Sheets (102630R) Acid Free Paper",Hammermill,Office_Products,10.49,1/1/18,5,good weight for my,1. Votes - 0,deborahcrowder,N,TBC,TBC
Michael G,TRUE,Hartz Chew 'n Clean Bacon Flavored Dog Chew Toy,Hartz,Pet_Supplies,3.94,1/1/18,5,She Likes it!,1. Votes - 0,michaelg,N,TBC,TBC
Joe,TRUE,Fi-Shock IWKNY-FS Yellow Economy Insulator with Single head Nail,Fi-Shock,Patio_Lawn_and_Garden,5.99,1/1/18,5,Good product,1. Votes - 0,joe,N,TBC,TBC
C. S.,FALSE,"BLACK+DECKER LPHT120B Bare Max Lithium Ion Pole Hedge Trimmer, 20-Volt",BLACK+DECKER,Patio_Lawn_and_Garden,2.86,1/1/18,5,Five Stars,1. Votes - 0,cs,N,TBC,TBC
SmartShoppa,TRUE,"TOMLYN Hairball Remedy Gel for Cats, Tuna Flavor, (Laxatone)",Tomlyn,Pet_Supplies,5.39,1/1/18,5,"Works, Palatable, Comparitively inexpensive.",1. Votes - 0,smartshoppa,N,TBC,TBC
JDThird,FALSE,Worx 20V Battery + Charger Included 20-Volt GT 2.0 String Trimmer/Edger/Mini-Mower with Tilting Head and Single Line Feed &ndash; WG160,Worx,Patio_Lawn_and_Garden,4.92,1/1/18,4,"Expected a gimmick, was surprised at how good it is",2. Votes < 10,jdthird,N,TBC,TBC
Jeff,TRUE,"UBOXES Larger Wardrobe 24 x 24 x 40-Inches Moving Boxes, Bundle of 3 (BOXBUNDWAR03)",Uboxes,Office_Products,31.83,1/1/18,3,I hate moving.,1. Votes - 0,jeff,N,TBC,TBC
BigDogChloe,TRUE,"BIXBI Bark Pops All-Natural Dog Treats, 4 oz, 1 Pouch",BIXBI,Pet_Supplies,7.97,1/1/18,1,Ruff Puffs are $2 cheaper,1. Votes - 0,bigdogchloe,N,TBC,TBC
sam mcdonald,TRUE,"Carrington Farms Gluten Free, Unrefined, Cold Pressed, Virgin Organic Coconut Oil, 54 oz. (Ounce), Coconut Oil For Skin &amp; Hair Care, Cooking, Baking, Smoothies &ndash; Packaging May Vary",Carrington Farms,Grocery_and_Gourmet_Food,19.99,1/1/18,5,good product,1. Votes - 0,sammcdonald,N,TBC,TBC
KentuckyRob,TRUE,"EC Technology Portable Charger Power Bank 22400mAh Ultra High Capacity External Battery pack 3 USB Output Port phone charger for iPhone, iPad, Samsung, Nexus &amp; More, Black&amp; Red",EC Technology,Cell_Phones_and_Accessories,32.99,1/1/18,5,This Thing Rocks!,1. Votes - 0,kentuckyrob,N,TBC,TBC
glassvolcano,TRUE,"Stakich Honey Stix | 100% Pure, Unfiltered U.S. Grade A Wildflower Honey, 100 Sticks &ndash; Kosher Certified | Perfect for Gifts, Tea, Kids Snacks, Travels and Outdoors",Stakich,Grocery_and_Gourmet_Food,15.75,1/1/18,4,Thin,1. Votes - 0,glassvolcano,N,TBC,TBC
M. Ransom,TRUE,"Charger for Apple Watch, [ 2 in 1] Silicone Stand Scratch-Free with Lightweight Magnetic Charging Cable for Apple Watch All Series 4 3 2 1 All 38mm 40mm 42mm 44mm (1m/3.2ft, Cable/Stand Included)",iVAPO,Cell_Phones_and_Accessories,16.99,1/1/18,5,Somewhat functional and convenient,1. Votes - 0,mransom,N,TBC,TBC
enkilm,TRUE,High-Capacity litter disposal system for Littermaid. Compatible with LM980 and all Elite models.,LitterWorks,Pet_Supplies,119.79,1/1/18,5,Busy?Many cats?Buy this!,1. Votes - 0,enkilm,N,TBC,TBC
Pam,TRUE,"Pet 'N Shape All Natural Chik'N Or Duck Skewers, Dog Treats",Pet 'n Shape,Pet_Supplies,8.99,1/1/18,5,They love them. My husband cuts them in half with ...,1. Votes - 0,pam,N,TBC,TBC
Martin Abdala,TRUE,mophie juice pack reserve - Lightweight and Compact Mobile Protective Battery Case for iPhone 6/6s - Black,mophie,Cell_Phones_and_Accessories,65.99,1/1/18,1,Please DONT BUT... Better lit your money on fire,1. Votes - 0,martinabdala,N,TBC,TBC
Momma,TRUE,Bastex Replacement Battery for 3.85 Volt Standard Li-Ion Extended Battery 3000mAh BL-51YF for LG G4 Phone H815 H811 H810 VS986 VS999 US991 F500 LS991,Bastex,Cell_Phones_and_Accessories,9.99,1/1/18,4,Four Stars,1. Votes - 0,momma,N,TBC,TBC
K. Milby,TRUE,Chuckit! Ultra Ball,Chuckit!,Pet_Supplies,7.8,1/1/18,5,My two dogs love these I love them because they last!,1. Votes - 0,kmilby,N,TBC,TBC
Neda,TRUE,"CardNinja Ultra-slim Self Adhesive Credit Card Wallet for Smartphones, Black",cubi,Cell_Phones_and_Accessories,6.95,1/1/18,4,Four Stars,1. Votes - 0,neda,N,TBC,TBC
Chilli,TRUE,"Greenworks 20-Inch 40V Cordless Pole Hedge Trimmer, 2.0 AH Battery Included 22272",Greenworks,Patio_Lawn_and_Garden,6.42,1/1/18,5,I honestly don't work for the company,2. Votes < 10,chilli,N,TBC,TBC
Da Wong One,TRUE,Flexi Vario Tape Leash XS - L,Flexi,Pet_Supplies,6.04,1/1/18,2,Badly designed,1. Votes - 0,dawongone,N,TBC,TBC
Still Shopping,TRUE,"Farm Innovators Model HP-125 Heated Base For Metal Poultry Founts, 125-Watt",Farm Innovators,Pet_Supplies,44.99,1/1/18,5,Praise for the SEALED UNDERSIDE,1. Votes - 0,stillshopping,N,TBC,TBC
Amazon Customer,TRUE,"iPhone 6s Case,iPhone 6 Case,Rebex &amp; IPAKY Ultra Thin All-round Protective Cover Matte Finish Dual Layer Hard Case with Tempered Glass Screen Protector for iPhone 6S/6 4.7 &quot;[Black]",IPAKY,Cell_Phones_and_Accessories,11.99,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
L. Maxwell,TRUE,AnoKe MHL Micro Usb 3.0 To Hdmi Cable Adapter 1080p Hdtv For Samsung Galaxy S3 / S4 / S5 / Note2 / Note3 / Note4 / Note Edge/Mage 6.3 5.8/ Tab S 8.4 / Tab S 10.5 / Note 10.1 (2014) White,AnoKe,Cell_Phones_and_Accessories,9.8,1/1/18,4,Great product,1. Votes - 0,lmaxwell,N,TBC,TBC
Amazon Customer,TRUE,"KIND Bars, Dark Chocolate Chili Almond, Gluten Free, 1.4 Ounce Bars, 12 Count",KIND,Grocery_and_Gourmet_Food,15.53,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Deborah Crowder,TRUE,"Cardinal HOLDit! Self-Adhesive 4 x 6-Inch Index Card Pockets, Clear, 100 per Pack (21160CB)","TOPS Business Forms, Inc.",Office_Products,31.85,1/1/18,3,They are pretty good quality,1. Votes - 0,deborahcrowder,N,TBC,TBC
Orlin,TRUE,"Hertzko Dematting Comb with Double Sided Professional Rake By Suitable for Dogs and Cats - Removes Loose Undercoat, Tangles, Mats and Knots - Great Grooming Tool for Brushing and Deshedding",Hertzko,Pet_Supplies,19.95,1/1/18,5,Five Stars,1. Votes - 0,orlin,N,TBC,TBC
Rich and Dixie,TRUE,"Madelaine Solid Premium Milk Chocolate Mini Santa's, Wrapped In Italian Foil Featuring Assorted Designs - 1 LB",Madelaine Chocolate Company,Grocery_and_Gourmet_Food,14.59,1/1/18,4,Cute,1. Votes - 0,richanddixie,N,TBC,TBC
Tx bigfoot,TRUE,"Butternut Mountain Farm, 100% Pure Maple Syrup From Vermont, Grade A, Amber Color, Rich Taste, All Natural, Easy Pour Jug, 32 Fl Oz, 1 Qt",Butternut Mountain Farm,Grocery_and_Gourmet_Food,14.94,1/1/18,4,Four Stars,1. Votes - 0,txbigfoot,N,TBC,TBC
Judith L.,FALSE,Epson Artisan 1430 Wireless Color Wide-Format Inkjet Printer (C11CB53201),Epson,Office_Products,30.96,1/1/18,4,"Beautiful prints, but won't work with older macs.",1. Votes - 0,judithl,N,TBC,TBC
Joy3888,TRUE,"truRoots Organic Sprouted Mung Beans, 10-Ounce Pouches (Pack of 6)",truRoots,Grocery_and_Gourmet_Food,37.28,1/1/18,5,Good product,2. Votes < 10,joy3888,N,TBC,TBC
techani,TRUE,"Anker Portable Multi-Angle Stand for Tablets, e-readers and Smartphones, Compatible with iPhone, iPad, Samsung Galaxy/Tab, Google Nexus, HTC, LG, Nokia Lumia, OnePlus and More (Silver)",Anker,Cell_Phones_and_Accessories,9.99,1/1/18,4,Four Stars,1. Votes - 0,techani,N,TBC,TBC
Josh Mullins,TRUE,Stens 285-851 Spindle Assembly,Stens,Patio_Lawn_and_Garden,27.57,1/1/18,5,Perfect fit.,1. Votes - 0,joshmullins,N,TBC,TBC
ameer,TRUE,"Galaxy S6 Edge Plus Case, i-Blason [Scratch Resistant] Halo Series Hybrid Clear Case/Cover with TPU Bumper for Samsung Galaxy S6 Edge Plus + (Clear/Pink)",i-Blason,Cell_Phones_and_Accessories,12.95,1/1/18,2,Two Stars,1. Votes - 0,ameer,N,TBC,TBC
Connie,TRUE,"Astrobrights Colored Cardstock, 8.5&rdquo; x 11&rdquo;, 65 lb/176 gsm, Terrestrial Teal, 250 Sheets (21855)",Neenah,Office_Products,15.33,1/1/18,1,One Star,1. Votes - 0,connie,N,TBC,TBC
Brian,TRUE,"Pacon Letters, 2-Inch, White (0051655)",Pacon,Office_Products,8.99,1/1/18,4,Four Stars,1. Votes - 0,brian,N,TBC,TBC
vicki worley,TRUE,Sticky Paws Scratch Control Strips,Pioneer Pet,Pet_Supplies,6.74,1/1/18,5,works good,1. Votes - 0,vickiworley,N,TBC,TBC
Helix01,TRUE,"Anker Powerline 6ft Lightning Cable, MFi Certified for iPhone Xs/XS Max/XR/X / 8/8 Plus / 7/7 Plus / 6/6 Plus / 5s / iPad, and More (White)",Anker,Cell_Phones_and_Accessories,7.99,1/1/18,5,Heavy duty,1. Votes - 0,helix01,N,TBC,TBC
Eric M. Schloegel Jr.,TRUE,Regency Natural Cooking Twine 1/2 Cone 100% Cotton 500ft,Regency Wraps,Office_Products,4.99,1/1/18,5,"... to truss chicken in my rotisserie and it worked great, no slip",1. Votes - 0,ericmschloegeljr,N,TBC,TBC
Lolly Ann,FALSE,"Chair Mat for Carpet- Low Pile, 46 by 60-Inch Rectangle, Clear Vinyl",ES Robbins,Office_Products,63.53,1/1/18,4,I would guess this is a good medium thickness,1. Votes - 0,lollyann,N,TBC,TBC
Windchimes,TRUE,"Sanzang Dog Toy Dog Outdoor Play Fun Interactive Chasing, Teaser and Exerciser, Extendable Length Interactive Wand",Sanzang,Pet_Supplies,14.99,1/1/18,1,Potentially safety hazard,1. Votes - 0,windchimes,N,TBC,TBC
Dana L.,TRUE,Max and Neo Double Handle Traffic Dog Leash Reflective - We Donate a Leash to a Dog Rescue for Every Leash Sold,Max and Neo,Pet_Supplies,16.99,1/1/18,5,Great leash!,1. Votes - 0,danal,N,TBC,TBC
Amazon Customer,TRUE,Kum 104.03.01 Magnesium Alloy Metal 1-Hole Steel Blade Rectangular Pencil Sharpeners,Kum,Office_Products,4.19,1/1/18,5,"Simple, cheap, gets the job done",1. Votes - 0,amazoncustomer,N,TBC,TBC
Footzeez,TRUE,"Tech Armor Apple iPhone 6, 6s, iPhone 7, iPhone 8 Ballistic Glass Screen Protector, Premium Tempered Glass with 99.99% HD Clarity and 3D Touch Accuracy, Clear [1-Pack]",Tech Armor,Cell_Phones_and_Accessories,6.95,1/1/18,5,Easy to install,1. Votes - 0,footzeez,N,TBC,TBC
jennythomas76,TRUE,"Fiskars 152490-1004 SureCut Deluxe Craft Paper Trimmer, 12 Inch",Fiskars,Office_Products,21.01,1/1/18,2,Wish I hadn't bought this but works...kinda,1. Votes - 0,jennythomas76,N,TBC,TBC
Amazon Customer,TRUE,Casio MS-80B Standard Function Desktop Calculator,Casio,Office_Products,5.29,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Sue Hong,TRUE,Samsung Galaxy Note 5 Screen Protector: Stalion Shield Tempered Liquid Glass 9H Shatter-Proof Armor Guard [Retail Packaging](1-Pack),Stalion,Cell_Phones_and_Accessories,7.99,1/1/18,5,Five Stars,1. Votes - 0,suehong,N,TBC,TBC
Remy,FALSE,"Leuchtturm1917 Medium Size Hardcover A5 Notebook, Ruled Pages, Black",LEUCHTTURM1917,Office_Products,19.95,1/1/18,5,Great Dot Grid Notebook,1. Votes - 0,remy,N,TBC,TBC
Junior,TRUE,Microsoft Official Xbox One Play and Charge Kit (Bulk Packaging),Microsoft,Video_Games,2.54,1/1/18,5,Great Kit,1. Votes - 0,junior,N,TBC,TBC
B. Wilkinson,TRUE,AmazonBasics Padded Pet Bolster Bed,AmazonBasics,Pet_Supplies,16.99,1/1/18,5,Perfect for my 40 lb. dog,1. Votes - 0,bwilkinson,N,TBC,TBC
Molly,TRUE,"MMF Industries Compact Coin Organizer, 5 Compartments, Sand (221477703)",MMF Industries,Office_Products,8.22,1/1/18,5,Measures how many coins you need for wrapping,1. Votes - 0,molly,N,TBC,TBC
fausto cruz,TRUE," First Aid Kit Hard Red Case 326 Pieces Exceeds OSHA and ANSI Guidelines 100 People - Office, Home, Car, School, Emergency, Survival, Camping, Hunting, and Sports",Be Smart Get Prepared,Office_Products,34.99,1/1/18,5,Five Stars,1. Votes - 0,faustocruz,N,TBC,TBC
Carolyn B. Penrod,TRUE,"KONG Sitting Frog Dog Toy, Medium, Green",KONG,Pet_Supplies,11.99,1/1/18,4,Super cute but not very durable,1. Votes - 0,carolynbpenrod,N,TBC,TBC
Charlie ,TRUE,AmazonBasics Padded Pet Bolster Bed,AmazonBasics,Pet_Supplies,16.99,1/1/18,2,Cheaply made and not even in width on one end ...,1. Votes - 0,charlie,N,TBC,TBC
Karoline Carlson,TRUE,"Canon CL-241XL Color Ink Cartridge, Compatible to MG3620,MG3520,MG4220,MG3220,MG2220, MG4120,MG3120 and MG2120",Canon,Office_Products,31.88,1/1/18,4,CL-241XL Cartridge Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
Pippa,TRUE,"Grannicks Bitter Apple Dog Chew Deterrent, 32-Ounce",Grannicks Bitter Apple,Pet_Supplies,20.95,1/1/18,5,Must buy if you have a puppy!,1. Votes - 0,pippa,N,TBC,TBC
C. Jones,TRUE,"New Anti Itch Oatmeal Spray for Dogs and Cats | 100% All Natural Hypoallergenic Soothing Relief for Dry, Itchy, Bitten or Allergic Damaged Skin | Vet and Pet Approved Treatment",Bodhi Dog,Pet_Supplies,14.99,1/1/18,5,My dog loves this itch relief spray. All I ...,1. Votes - 0,cjones,N,TBC,TBC
Melissa Adams,TRUE,"New Anti Itch Oatmeal Spray for Dogs and Cats | 100% All Natural Hypoallergenic Soothing Relief for Dry, Itchy, Bitten or Allergic Damaged Skin | Vet and Pet Approved Treatment",Bodhi Dog,Pet_Supplies,14.99,1/1/18,4,I love that it's all natural but it didn't work for ...,1. Votes - 0,melissaadams,N,TBC,TBC
D &amp; R Smith,TRUE,Soft Claws Feline Nail Caps - 40 Nail Caps and Adhesive for Cats,Soft Claws,Pet_Supplies,13.68,1/1/18,5,Five Stars,1. Votes - 0,d&amp;rsmith,N,TBC,TBC
Sunaha,TRUE,"iPhone 6 Wallet Case, FLYEE iphone 6s Premium Vintage Emboss Flower Flip Wallet Shell PU Leather Magnetic Cover Skin with Detachable Wrist Strap Case for iPhone 6/6s 4.7&quot; (Black)",FLYEE,Cell_Phones_and_Accessories,9.99,1/1/18,5,"Love, LOVE and more LOVE to this case",1. Votes - 0,sunaha,N,TBC,TBC
hm,TRUE,Bandwagon Door Scratch Protector,Bandwagon,Pet_Supplies,18.99,1/1/18,4,So this is a great product in a warm climate,1. Votes - 0,hm,N,TBC,TBC
Mike,FALSE,"Pacon Tagboard, 18&quot;X24&quot;, Manila, Medium Weight, 100 Sheets",Pacon,Office_Products,28.19,1/1/18,4,Nice medium weight tagboard.,1. Votes - 0,mike,N,TBC,TBC
aloha jules,TRUE,"New England Coffee Blueberry Cobbler, 11 Ounce",New England Coffee,Grocery_and_Gourmet_Food,4.12,1/1/18,5,LOVE this yummy blend! It really tastes & smells like blueberry!,1. Votes - 0,alohajules,N,TBC,TBC
A4Q96,TRUE,"Five Star Expanding File, 7-Pocket Expandable Folder, Zipper Closure, Customizable, Blue (72711)",Five Star,Office_Products,10.56,1/1/18,5,Durable (so far) and attractive.,1. Votes - 0,a4q96,N,TBC,TBC
Mike K,TRUE,Zuke's Jerky Natural Bites Grain-Free Dog Treats,Zuke's,Pet_Supplies,6.59,1/1/18,5,Five Stars,1. Votes - 0,mikek,N,TBC,TBC
Amazon Customer,TRUE,"Merial Oravet Dental Hygiene Chew for Large Dogs (50 lbs and over), Dental Treats for Dogs, 30 Count (Discontinued by Manufacturer)",Merial,Pet_Supplies,43.98,1/1/18,5,The product was as advertised and arrived on time. ...,1. Votes - 0,amazoncustomer,N,TBC,TBC
Lauren McGuire,TRUE,Petnation Port-A-Crate Indoor and Outdoor Home for Pets,Petnation,Pet_Supplies,28.99,1/1/18,5,Easy to use. Large enough for two small dogs,1. Votes - 0,laurenmcguire,N,TBC,TBC
Sandra Bauler,TRUE,Solid Gold - D-Zyme Probiotics Chews for Dogs &amp; Cats - Natural Digestive Enzymes with Prebiotics for Healthy Bowel Function - Supports Upset &amp; Sensitive Stomachs,Solid Gold,Pet_Supplies,24.69,1/1/18,5,Highly Recommened,1. Votes - 0,sandrabauler,N,TBC,TBC
KentuckyRob,TRUE,"Samsung Galaxy Light Screen Protector, Skinomi TechSkin Full Coverage Screen Protector for Samsung Galaxy Light Clear HD Anti-Bubble Film",Skinomi,Cell_Phones_and_Accessories,6.95,1/1/18,3,Not Bad,1. Votes - 0,kentuckyrob,N,TBC,TBC
